Kode PTN,Nama PTN,Kode Prodi,Nama Prodi,Tahun,Peminat,Daya Tampung
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2023,188,80(42.55%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2024,132,58(43.94%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2020,93,89(95.70%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2021,118,88(74.58%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2022,106,92(86.79%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2023,96,82(85.42%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2024,71,65(91.55%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2020,354,59(16.67%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2021,266,55(20.68%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2022,350,54(15.43%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2023,367,37(10.08%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2024,445,45(10.11%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2020,919,46(5.01%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2021,1107,45(4.07%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2022,1160,40(3.45%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2023,1108,36(3.25%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2024,1219,42(3.45%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2020,983,27(2.75%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2021,1431,27(1.89%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2022,1563,27(1.73%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2023,1439,24(1.67%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2024,1576,28(1.78%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2020,76,40(52.63%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2021,89,37(41.57%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2022,84,41(48.81%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2023,81,37(45.68%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2024,85,43(50.59%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2020,288,40(13.89%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2021,375,36(9.60%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2022,528,36(6.82%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2023,641,36(5.62%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2024,864,43(4.98%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2020,278,50(17.99%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2021,280,45(16.07%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2022,276,40(14.49%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2023,250,36(14.40%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2024,218,42(19.27%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2020,93,89(95.70%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2021,93,85(91.40%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2022,80,58(72.50%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2023,80,68(85.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2024,66,52(78.79%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2020,104,40(38.46%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2021,89,36(40.45%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2022,87,36(41.38%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2023,103,42(40.78%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2024,85,45(52.94%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2020,77,40(51.95%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2021,113,38(33.63%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2022,123,36(29.27%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2023,140,33(23.57%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2024,219,29(13.24%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2020,24,24(100.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2021,14,34(242.86%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2022,13,31(238.46%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2023,25,22(88.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2024,20,21(105.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2020,5,20(400.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2021,13,27(207.69%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2022,10,27(270.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2023,7,24(342.86%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2024,22,24(109.09%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2020,12,24(200.00%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2021,14,31(221.43%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2022,23,29(126.09%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2023,28,26(92.86%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2024,15,35(233.33%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111037,PROTEKSI TANAMAN,2020,79,40(50.63%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111037,PROTEKSI TANAMAN,2021,56,36(64.29%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111037,PROTEKSI TANAMAN,2022,54,36(66.67%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111037,PROTEKSI TANAMAN,2023,61,31(50.82%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111037,PROTEKSI TANAMAN,2024,30,31(103.33%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111038,PERENCANAAN WILAYAH DAN KOTA,2020,363,30(8.26%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111038,PERENCANAAN WILAYAH DAN KOTA,2021,314,27(8.60%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111038,PERENCANAAN WILAYAH DAN KOTA,2022,339,27(7.96%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111038,PERENCANAAN WILAYAH DAN KOTA,2023,340,37(10.88%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111038,PERENCANAAN WILAYAH DAN KOTA,2024,291,43(14.78%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111039,KEHUTANAN,2020,122,40(32.79%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111039,KEHUTANAN,2021,157,38(24.20%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111039,KEHUTANAN,2022,174,37(21.26%)
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111039,KEHUTANAN,2023,163,43(26.38%)
