Kode PTN,Nama PTN,Kode Prodi,Nama Prodi,Tahun,Peminat,Daya Tampung,Jenis Portofolio
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2020,193,30(15.54%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2021,200,30(15.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2022,212,35(16.51%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2023,194,35(18.04%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2024,187,48(25.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2020,336,30(8.93%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2021,327,30(9.17%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2022,274,30(10.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2023,210,33(15.71%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2024,227,48(21.15%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2020,298,30(10.07%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2021,293,30(10.24%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2022,246,30(12.20%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2023,245,33(13.47%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2024,279,48(17.20%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2020,135,25(18.52%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2021,97,25(25.77%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2022,91,25(27.47%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2023,83,28(33.73%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2024,103,48(46.60%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2020,171,25(14.62%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2021,116,25(21.55%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2022,106,25(23.58%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2023,88,28(31.82%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2024,103,36(34.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2020,881,45(5.11%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2021,1030,45(4.37%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2022,1219,63(5.17%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2023,1227,63(5.13%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2024,1182,75(6.35%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2020,626,40(6.39%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2021,882,40(4.54%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2022,969,40(4.13%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2023,1084,50(4.61%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2024,1279,108(8.44%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2020,492,20(4.07%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2021,528,20(3.79%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2022,532,20(3.76%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2023,610,25(4.10%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2024,685,30(4.38%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2020,141,25(17.73%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2021,145,25(17.24%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2022,117,23(19.66%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2023,76,23(30.26%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2024,90,36(40.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2020,57,25(43.86%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2021,49,25(51.02%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2022,33,23(69.70%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2023,28,23(82.14%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2024,38,36(94.74%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2020,92,25(27.17%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2021,94,25(26.60%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2022,77,23(29.87%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2023,72,23(31.94%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2024,80,36(45.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2020,153,25(16.34%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2021,180,25(13.89%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2022,151,23(15.23%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2023,116,23(19.83%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2024,126,36(28.57%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2020,179,45(25.14%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2021,111,45(40.54%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2022,121,45(37.19%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2023,148,45(30.41%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2024,123,48(39.02%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2020,111,45(40.54%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2021,93,45(48.39%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2022,68,45(66.18%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2023,72,45(62.50%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2024,68,48(70.59%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2020,245,30(12.24%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2021,187,30(16.04%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2022,252,30(11.90%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2023,286,23(8.04%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2024,395,36(9.11%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2020,730,25(3.42%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2021,759,25(3.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2022,831,23(2.77%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2023,828,23(2.78%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2024,992,36(3.63%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2020,929,15(1.61%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2021,1177,15(1.27%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2022,1066,15(1.41%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2023,1248,15(1.20%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2024,1441,24(1.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2020,105,20(19.05%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2021,81,20(24.69%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2022,96,23(23.96%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2023,66,23(34.85%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2024,83,36(43.37%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2020,198,20(10.10%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2021,220,20(9.09%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2022,253,20(7.91%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2023,435,23(5.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2024,605,36(5.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2020,368,25(6.79%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2021,267,25(9.36%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2022,292,23(7.88%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2023,275,23(8.36%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2024,253,36(14.23%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2020,106,45(42.45%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2021,61,45(73.77%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2022,59,30(50.85%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2023,60,38(63.33%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2024,56,36(64.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2020,125,20(16.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2021,65,20(30.77%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2022,75,20(26.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2023,81,23(28.40%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2024,64,36(56.25%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2020,68,20(29.41%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2021,78,20(25.64%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2022,101,20(19.80%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2023,88,20(22.73%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2024,126,24(19.05%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2020,10,13(130.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2021,5,13(260.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2022,5,13(260.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2023,11,10(90.91%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2024,20,12(60.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),2020,6,10(166.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),2021,2,10(500.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),2022,1,"10(1,000.00%)",Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),2023,16,13(81.25%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),2024,10,12(120.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2020,3,13(433.33%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111036,KEHUTANAN (PSDKU GAYO LUES),2021,25,13(52.00%),Tidak Ada
