Kode PTN,Nama PTN,Kode Prodi,Nama Prodi,Tahun,Peminat,Daya Tampung,Jenis Portofolio
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111009,PETERNAKAN,2020,170.0,69(40.59%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111009,PETERNAKAN,2021,175.0,69(39.43%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111009,PETERNAKAN,2022,175.0,60(34.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111009,PETERNAKAN,2023,131.0,50(38.17%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111009,PETERNAKAN,2024,117.0,48(41.03%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111010,TEKNOLOGI HASIL PERTANIAN,2020,172.0,59(34.30%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111010,TEKNOLOGI HASIL PERTANIAN,2021,154.0,56(36.36%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111010,TEKNOLOGI HASIL PERTANIAN,2022,137.0,36(26.28%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111010,TEKNOLOGI HASIL PERTANIAN,2023,104.0,44(42.31%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111010,TEKNOLOGI HASIL PERTANIAN,2024,109.0,60(55.05%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2020,254.0,59(23.23%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2021,225.0,55(24.44%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2022,266.0,66(24.81%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2023,229.0,67(29.26%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111011,TEKNIK PERTANIAN,2024,171.0,64(37.43%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2020,258.0,59(22.87%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2021,240.0,59(24.58%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2022,219.0,57(26.03%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2023,169.0,54(31.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111012,PENDIDIKAN BIOLOGI,2024,194.0,61(31.44%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2020,221.0,59(26.70%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2021,251.0,54(21.51%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2022,197.0,56(28.43%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2023,161.0,56(34.78%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111013,PENDIDIKAN MATEMATIKA,2024,173.0,62(35.84%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2020,52.0,50(96.15%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2021,80.0,50(62.50%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2022,73.0,46(63.01%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2023,45.0,46(102.22%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111014,PENDIDIKAN FISIKA,2024,59.0,64(108.47%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2020,112.0,50(44.64%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2021,103.0,46(44.66%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2022,66.0,47(71.21%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2023,46.0,47(102.17%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111015,PENDIDIKAN KIMIA,2024,55.0,44(80.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2020,1656.0,81(4.89%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2021,1785.0,82(4.59%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2022,2298.0,112(4.87%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2023,1971.0,101(5.12%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111016,PENDIDIKAN DOKTER,2024,1859.0,88(4.73%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2020,765.0,79(10.33%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2021,947.0,76(8.03%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2022,1179.0,72(6.11%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2023,1072.0,82(7.65%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111017,ILMU KEPERAWATAN,2024,1313.0,132(10.05%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2020,655.0,36(5.50%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2021,838.0,36(4.30%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2022,880.0,36(4.09%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2023,946.0,40(4.23%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111018,PENDIDIKAN DOKTER GIGI,2024,858.0,35(4.08%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2020,115.0,50(43.48%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2021,110.0,45(40.91%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2022,110.0,40(36.36%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2023,68.0,37(54.41%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111019,MATEMATIKA,2024,50.0,45(90.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2020,41.0,50(121.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2021,54.0,49(90.74%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2022,35.0,40(114.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2023,34.0,46(135.29%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111020,FISIKA,2024,14.0,55(392.86%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2020,129.0,50(38.76%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2021,101.0,45(44.55%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2022,64.0,40(62.50%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2023,64.0,39(60.94%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111021,KIMIA,2024,58.0,42(72.41%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2020,139.0,50(35.97%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2021,196.0,45(22.96%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2022,162.0,40(24.69%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2023,97.0,38(39.18%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111022,BIOLOGI,2024,120.0,42(35.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2020,152.0,89(58.55%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2021,132.0,88(66.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2022,153.0,90(58.82%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2023,188.0,80(42.55%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111023,ILMU KELAUTAN,2024,132.0,58(43.94%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2020,93.0,89(95.70%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2021,118.0,88(74.58%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2022,106.0,92(86.79%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2023,96.0,82(85.42%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111024,BUDIDAYA PERAIRAN,2024,71.0,65(91.55%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2020,354.0,59(16.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2021,266.0,55(20.68%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2022,350.0,54(15.43%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2023,367.0,37(10.08%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111025,TEKNIK INDUSTRI,2024,445.0,45(10.11%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2020,919.0,46(5.01%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2021,1107.0,45(4.07%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2022,1160.0,40(3.45%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2023,1108.0,36(3.25%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111026,INFORMATIKA,2024,1219.0,42(3.45%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2020,983.0,27(2.75%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2021,1431.0,27(1.89%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2022,1563.0,27(1.73%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2023,1439.0,24(1.67%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111027,FARMASI,2024,1576.0,28(1.78%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2020,76.0,40(52.63%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2021,89.0,37(41.57%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2022,84.0,41(48.81%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2023,81.0,37(45.68%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111028,TEKNIK GEOFISIKA,2024,85.0,43(50.59%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2020,288.0,40(13.89%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2021,375.0,36(9.60%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2022,528.0,36(6.82%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2023,641.0,36(5.62%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111029,TEKNIK PERTAMBANGAN,2024,864.0,43(4.98%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2020,278.0,50(17.99%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2021,280.0,45(16.07%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2022,276.0,40(14.49%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2023,250.0,36(14.40%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111030,STATISTIKA,2024,218.0,42(19.27%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2020,93.0,89(95.70%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2021,93.0,85(91.40%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2022,80.0,58(72.50%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2023,80.0,68(85.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,2024,66.0,52(78.79%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2020,104.0,40(38.46%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2021,89.0,36(40.45%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2022,87.0,36(41.38%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2023,103.0,42(40.78%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111032,ILMU TANAH,2024,85.0,45(52.94%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2020,77.0,40(51.95%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2021,113.0,38(33.63%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2022,123.0,36(29.27%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2023,140.0,33(23.57%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111033,TEKNIK GEOLOGI,2024,219.0,29(13.24%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2020,24.0,24(100.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2021,14.0,34(242.86%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2022,13.0,31(238.46%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2023,25.0,22(88.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),2024,20.0,21(105.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2020,5.0,20(400.00%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2021,13.0,27(207.69%),Tidak Ada
1111,"UNIVERSITAS SYIAH KUALA
(https://pmb.usk.ac.id/)",11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),2022,10.0,27(270.00%),Tidak Ada
